T,PCO,TOF
542.8571428571429,0.05,5.693808343272502e-07
542.8571428571429,0.17291666666666666,2.2205412630147323e-07
542.8571428571429,0.29583333333333334,1.3570372245895652e-07
542.8571428571429,0.41875,9.758178492235939e-08
542.8571428571429,0.5416666666666667,7.61568701954499e-08
542.8571428571429,0.6645833333333334,6.243908984830428e-08
542.8571428571429,0.7875000000000001,5.2906136624750976e-08
542.8571428571429,0.9104166666666668,4.589731209765513e-08
542.8571428571429,1.0333333333333334,4.052765741328383e-08
542.8571428571429,1.1562500000000002,3.628249547744059e-08
542.8571428571429,1.2791666666666668,3.284215368175676e-08
542.8571428571429,1.4020833333333333,2.9997618895565764e-08
542.8571428571429,1.5250000000000001,2.7606475817208485e-08
542.8571428571429,1.647916666666667,2.556834155626929e-08
542.8571428571429,1.7708333333333335,2.3810423857112347e-08
542.8571428571429,1.89375,2.227865638868089e-08
542.8571428571429,2.0166666666666666,2.0932047196166548e-08
542.8571428571429,2.1395833333333334,1.973903727055277e-08
542.8571428571429,2.2625,1.8674484799392397e-08
542.8571428571429,2.3854166666666665,1.7719064239382845e-08
542.8571428571429,2.5083333333333333,1.6856454078859073e-08
542.8571428571429,2.63125,1.6074112038614358e-08
542.8571428571429,2.7541666666666664,1.536108568701838e-08
542.8571428571429,2.877083333333333,1.4708622142625414e-08
542.8571428571429,3.0,1.4109319650045162e-08
578.5714285714286,0.05,4.891324521876036e-06
578.5714285714286,0.17291666666666666,1.7691672233706338e-06
578.5714285714286,0.29583333333333334,1.0642645758763719e-06
578.5714285714286,0.41875,7.599465827843639e-07
578.5714285714286,0.5416666666666667,5.907444663776095e-07
578.5714285714286,0.6645833333333334,4.830999977782834e-07
578.5714285714286,0.7875000000000001,4.0861249834086703e-07
578.5714285714286,0.9104166666666668,3.540147824762511e-07
578.5714285714286,1.0333333333333334,3.122818271613296e-07
578.5714285714286,1.1562500000000002,2.7934738483462027e-07
578.5714285714286,1.2791666666666668,2.5269496432456066e-07
578.5714285714286,1.4020833333333333,2.3068430093339744e-07
578.5714285714286,1.5250000000000001,2.1220005037716038e-07
578.5714285714286,1.647916666666667,1.9645775722453829e-07
578.5714285714286,1.7708333333333335,1.8288949792588993e-07
578.5714285714286,1.89375,1.710741023850323e-07
578.5714285714286,2.0166666666666666,1.6069254501893247e-07
578.5714285714286,2.1395833333333334,1.514987776533173e-07
578.5714285714286,2.2625,1.4329996581147276e-07
578.5714285714286,2.3854166666666665,1.3594298284417535e-07
578.5714285714286,2.5083333333333333,1.2930433798514057e-07
578.5714285714286,2.63125,1.2328403177058718e-07
578.5714285714286,2.7541666666666664,1.1779951218368521e-07
578.5714285714286,2.877083333333333,1.1278167642724261e-07
578.5714285714286,3.0,1.08174338062642e-07
614.2857142857142,0.05,3.019283904135601e-05
614.2857142857142,0.17291666666666666,1.0349002431173932e-05
614.2857142857142,0.29583333333333334,6.096182332522797e-06
614.2857142857142,0.41875,4.307746661813093e-06
614.2857142857142,0.5416666666666667,3.3278670416844222e-06
614.2857142857142,0.6645833333333334,2.710291371345518e-06
614.2857142857142,0.7875000000000001,2.285710154535073e-06
614.2857142857142,0.9104166666666668,1.975981847401221e-06
614.2857142857142,1.0333333333333334,1.7400975749514966e-06
614.2857142857142,1.1562500000000002,1.5544809386302186e-06
614.2857142857142,1.2791666666666668,1.404621440702993e-06
614.2857142857142,1.4020833333333333,1.2810996289696495e-06
614.2857142857142,1.5250000000000001,1.177536433188664e-06
614.2857142857142,1.647916666666667,1.089457923893111e-06
614.2857142857142,1.7708333333333335,1.0136339028933151e-06
614.2857142857142,1.89375,9.476742965207661e-07
614.2857142857142,2.0166666666666666,8.897719404526346e-07
614.2857142857142,2.1395833333333334,8.385364741318308e-07
614.2857142857142,2.2625,7.92878599013721e-07
614.2857142857142,2.3854166666666665,7.519350579452933e-07
614.2857142857142,2.5083333333333333,7.150116237735503e-07
614.2857142857142,2.63125,6.815440845896757e-07
614.2857142857142,2.7541666666666664,6.510691540425324e-07
614.2857142857142,2.877083333333333,6.232023076874736e-07
614.2857142857142,3.0,5.97622435197991e-07
650.0,0.05,0.00014035771156291788
650.0,0.17291666666666666,4.552962268756176e-05
650.0,0.29583333333333334,2.5789161967108186e-05
650.0,0.41875,1.7836743156940944e-05
650.0,0.5416666666666667,1.3597284359958371e-05
650.0,0.6645833333333334,1.0974438135644271e-05
650.0,0.7875000000000001,9.195136524716333e-06
650.0,0.9104166666666668,7.910121384290286e-06
650.0,1.0333333333333334,6.939104986688508e-06
650.0,1.1562500000000002,6.179795418003387e-06
650.0,1.2791666666666668,5.5698999345520925e-06
650.0,1.4020833333333333,5.069344084723252e-06
650.0,1.5250000000000001,4.651188309512705e-06
650.0,1.647916666666667,4.296661545649656e-06
650.0,1.7708333333333335,3.992282937975103e-06
650.0,1.89375,3.728127101004256e-06
650.0,2.0166666666666666,3.4967217062255387e-06
650.0,2.1395833333333334,3.2923397643082726e-06
650.0,2.2625,3.11050985381307e-06
650.0,2.3854166666666665,2.9476979731436893e-06
650.0,2.5083333333333333,2.8010705464559572e-06
650.0,2.63125,2.6683293365810803e-06
650.0,2.7541666666666664,2.54759405382542e-06
650.0,2.877083333333333,2.4373052309631384e-06
650.0,3.0,2.3361645700469817e-06
685.7142857142858,0.05,0.0004916312253971254
685.7142857142858,0.17291666666666666,0.00015329522876048957
685.7142857142858,0.29583333333333334,8.107555273869694e-05
685.7142857142858,0.41875,5.372100381256996e-05
685.7142857142858,0.5416666666666667,3.980429108043479e-05
685.7142857142858,0.6645833333333334,3.1487019149044755e-05
685.7142857142858,0.7875000000000001,2.599127767730378e-05
685.7142857142858,0.9104166666666668,2.2103296519823633e-05
685.7142857142858,1.0333333333333334,1.921368845990027e-05
685.7142857142858,1.1562500000000002,1.698464258932149e-05
685.7142857142858,1.2791666666666668,1.5214466643671075e-05
685.7142857142858,1.4020833333333333,1.3775577509146022e-05
685.7142857142858,1.5250000000000001,1.2583458320199837e-05
685.7142857142858,1.647916666666667,1.15799656229287e-05
685.7142857142858,1.7708333333333335,1.0723820904124059e-05
685.7142857142858,1.89375,9.984927342908018e-06
685.7142857142858,2.0166666666666666,9.340834557871993e-06
685.7142857142858,2.1395833333333334,8.7744626309705e-06
685.7142857142858,2.2625,8.272590519417636e-06
685.7142857142858,2.3854166666666665,7.824826873896016e-06
685.7142857142858,2.5083333333333333,7.422893144011913e-06
685.7142857142858,2.63125,7.060113863388626e-06
685.7142857142858,2.7541666666666664,6.731047234026917e-06
685.7142857142858,2.877083333333333,6.431213167283475e-06
685.7142857142858,3.0,6.156890756432303e-06
721.4285714285714,0.05,0.001278194749739068
721.4285714285714,0.17291666666666666,0.0004062911197554977
721.4285714285714,0.29583333333333334,0.00019586978458343538
721.4285714285714,0.41875,0.00012086541443564752
721.4285714285714,0.5416666666666667,8.493678331338055e-05
721.4285714285714,0.6645833333333334,6.452811925085263e-05
721.4285714285714,0.7875000000000001,5.160182185787358e-05
721.4285714285714,0.9104166666666668,4.277634085111127e-05
721.4285714285714,1.0333333333333334,3.6412027412717505e-05
721.4285714285714,1.1562500000000002,3.162810317555635e-05
721.4285714285714,1.2791666666666668,2.791337257346499e-05
721.4285714285714,1.4020833333333333,2.495263424294784e-05
721.4285714285714,1.5250000000000001,2.2541856234018603e-05
721.4285714285714,1.647916666666667,2.0543589528874105e-05
721.4285714285714,1.7708333333333335,1.8862103912636474e-05
721.4285714285714,1.89375,1.7428814362187002e-05
721.4285714285714,2.0166666666666666,1.6193380105942614e-05
721.4285714285714,2.1395833333333334,1.5118065039628505e-05
721.4285714285714,2.2625,1.4174057098156762e-05
721.4285714285714,2.3854166666666665,1.3338997195501952e-05
721.4285714285714,2.5083333333333333,1.2595282675165958e-05
721.4285714285714,2.63125,1.1928875127533589e-05
721.4285714285714,2.7541666666666664,1.1328447761791057e-05
721.4285714285714,2.877083333333333,1.0784765604832814e-05
721.4285714285714,3.0,1.0290226025466213e-05
757.1428571428571,0.05,0.0025379105193570994
757.1428571428571,0.17291666666666666,0.0008918788846418722
757.1428571428571,0.29583333333333334,0.00039875826617904634
757.1428571428571,0.41875,0.00022766383076690868
757.1428571428571,0.5416666666666667,0.0001494416723932248
757.1428571428571,0.6645833333333334,0.00010705661414909256
757.1428571428571,0.7875000000000001,8.137439944224223e-05
757.1428571428571,0.9104166666666668,6.454146028213278e-05
757.1428571428571,1.0333333333333334,5.2849399617230496e-05
757.1428571428571,1.1562500000000002,4.435815676962685e-05
757.1428571428571,1.2791666666666668,3.797031483541724e-05
757.1428571428571,1.4020833333333333,3.3025727518124936e-05
757.1428571428571,1.5250000000000001,2.9107062137306613e-05
757.1428571428571,1.647916666666667,2.5939453297501806e-05
757.1428571428571,1.7708333333333335,2.3335542594016185e-05
757.1428571428571,1.89375,2.1163829882244417e-05
757.1428571428571,2.0166666666666666,1.932966902743798e-05
757.1428571428571,2.1395833333333334,1.776343074432521e-05
757.1428571428571,2.2625,1.6412896503805398e-05
757.1428571428571,2.3854166666666665,1.523823277687904e-05
757.1428571428571,2.5083333333333333,1.4208590379546483e-05
757.1428571428571,2.63125,1.3299750248251487e-05
757.1428571428571,2.7541666666666664,1.2492465029688095e-05
757.1428571428571,2.877083333333333,1.1771267623436763e-05
757.1428571428571,3.0,1.1123602530757982e-05
792.8571428571429,0.05,0.004214016987857686
792.8571428571429,0.17291666666666666,0.001726617713796599
792.8571428571429,0.29583333333333334,0.0007604769190348045
792.8571428571429,0.41875,0.00041891993304025743
792.8571428571429,0.5416666666666667,0.00026437156485442697
792.8571428571429,0.6645833333333334,0.00018211961968120873
792.8571428571429,0.7875000000000001,0.00013328988135943298
792.8571428571429,0.9104166666666668,0.00010195734197653273
792.8571428571429,1.0333333333333334,8.0652583908398e-05
792.8571428571429,1.1562500000000002,6.550272686559493e-05
792.8571428571429,1.2791666666666668,5.433899229894327e-05
792.8571428571429,1.4020833333333333,4.5870608106815824e-05
792.8571428571429,1.5250000000000001,3.929047523073616e-05
792.8571428571429,1.647916666666667,3.407289815946068e-05
792.8571428571429,1.7708333333333335,2.9863514852148655e-05
792.8571428571429,1.89375,2.6416365253678925e-05
792.8571428571429,2.0166666666666666,2.3556368516940016e-05
792.8571428571429,2.1395833333333334,2.11561263717667e-05
792.8571428571429,2.2625,1.912112750026629e-05
792.8571428571429,2.3854166666666665,1.73800468511653e-05
792.8571428571429,2.5083333333333333,1.5878229501536285e-05
792.8571428571429,2.63125,1.457321542342974e-05
792.8571428571429,2.7541666666666664,1.343160609046821e-05
792.8571428571429,2.877083333333333,1.2426836653765097e-05
792.8571428571429,3.0,1.1537557403718795e-05
828.5714285714286,0.05,0.006371709049571318
828.5714285714286,0.17291666666666666,0.003084501566137408
828.5714285714286,0.29583333333333334,0.0013979967751721093
828.5714285714286,0.41875,0.0007737737153318744
828.5714285714286,0.5416666666666667,0.00048710040119274116
828.5714285714286,0.6645833333333334,0.00033374470571632904
828.5714285714286,0.7875000000000001,0.0002426079926148266
828.5714285714286,0.9104166666666668,0.0001841868594593759
828.5714285714286,1.0333333333333334,0.00014454837383943872
828.5714285714286,1.1562500000000002,0.00011644155137845822
828.5714285714286,1.2791666666666668,9.579818219394993e-05
828.5714285714286,1.4020833333333333,8.019515848324819e-05
828.5714285714286,1.5250000000000001,6.811730651411407e-05
828.5714285714286,1.647916666666667,5.857821681535197e-05
828.5714285714286,1.7708333333333335,5.0913542202081497e-05
828.5714285714286,1.89375,4.466268566072517e-05
828.5714285714286,2.0166666666666666,3.9498222449546813e-05
828.5714285714286,2.1395833333333334,3.518225855596709e-05
828.5714285714286,2.2625,3.153859879878029e-05
828.5714285714286,2.3854166666666665,2.8434503721060783e-05
828.5714285714286,2.5083333333333333,2.5768436855309754e-05
828.5714285714286,2.63125,2.3461670353426338e-05
828.5714285714286,2.7541666666666664,2.145239463448491e-05
828.5714285714286,2.877083333333333,1.969154246226407e-05
828.5714285714286,3.0,1.8139760708951492e-05
864.2857142857142,0.05,0.00911264273610023
864.2857142857142,0.17291666666666666,0.005187135395651956
864.2857142857142,0.29583333333333334,0.002446356632982443
864.2857142857142,0.41875,0.0013750955224250618
864.2857142857142,0.5416666666666667,0.0008722407340734234
864.2857142857142,0.6645833333333334,0.0006001824469346535
864.2857142857142,0.7875000000000001,0.00043741479069615076
864.2857142857142,0.9104166666666668,0.0003326220751545731
864.2857142857142,1.0333333333333334,0.0002613083367561771
864.2857142857142,1.1562500000000002,0.00021063334163814461
864.2857142857142,1.2791666666666668,0.0001733561232972317
864.2857142857142,1.4020833333333333,0.00014514746040226095
864.2857142857142,1.5250000000000001,0.00012329242386114567
864.2857142857142,1.647916666666667,0.00010601951340623169
864.2857142857142,1.7708333333333335,9.213344004302825e-05
864.2857142857142,1.89375,8.080427037287518e-05
864.2857142857142,2.0166666666666666,7.144130261843564e-05
864.2857142857142,2.1395833333333334,6.361491918994306e-05
864.2857142857142,2.2625,5.70066496489212e-05
864.2857142857142,2.3854166666666665,5.137639220941551e-05
864.2857142857142,2.5083333333333333,4.654038162594044e-05
864.2857142857142,2.63125,4.235604180749064e-05
864.2857142857142,2.7541666666666664,3.871139483070461e-05
864.2857142857142,2.877083333333333,3.551751144985402e-05
864.2857142857142,3.0,3.270304144755959e-05
900.0,0.05,0.012504162870247403
900.0,0.17291666666666666,0.008285665463638226
900.0,0.29583333333333334,0.004072184293771351
900.0,0.41875,0.002327783032936551
900.0,0.5416666666666667,0.0014894570922829367
900.0,0.6645833333333334,0.0010302380640476814
900.0,0.7875000000000001,0.0007534178092753436
900.0,0.9104166666666668,0.0005743005708816668
900.0,1.0333333333333334,0.0004519735389329875
900.0,1.1562500000000002,0.00036481916818813573
900.0,1.2791666666666668,0.00030057680708809773
900.0,1.4020833333333333,0.00025188458858896117
900.0,1.5250000000000001,0.00021411040768241468
900.0,1.647916666666667,0.00018422378770644953
900.0,1.7708333333333335,0.00016017555512676246
900.0,1.89375,0.0001405403510875244
900.0,2.0166666666666666,0.00012430215555967383
900.0,2.1395833333333334,0.0001107210667595062
900.0,2.2625,9.924799893194016e-05
900.0,2.3854166666666665,8.946858327286007e-05
900.0,2.5083333333333333,8.106540741496132e-05
900.0,2.63125,7.379202229751242e-05
900.0,2.7541666666666664,6.745474265010645e-05
900.0,2.877083333333333,6.189964880197772e-05
900.0,3.0,5.700318865342146e-05
